time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20100312:0500,12.37,21.6,825.85,926.83,124.8,247.7,2,189,82870
20100312:0600,13.42,20.25,769,876.18,120.3,252.15,0.97,143,82800
20100312:0700,14.82,18.9,648.35,799.99,111.15,257.75,1.31,50,82760
20100312:0800,15.49,17.65,474.65,681.72,96.65,258.15,2.69,29,82740
20100312:0900,15.52,16.95,267.5,484.93,74.85,257.2,3.59,19,82760
20100312:1000,14.85,17.4,70.1,181.39,31.9,255.85,3.52,14,82780
20100312:1100,13.33,21.85,0,0,0,253.5,2.55,23,82820
20100312:1200,11.43,29.75,0,0,0,250.05,2.41,33,82870
20100312:1300,8.99,46.95,0,0,0,246.75,2.14,39,82940
20100312:1400,8.8,38.4,0,0,0,245.6,1.38,74,82960
20100312:1500,9.15,29.05,0,0,0,244.4,1.17,126,82970
20100312:1600,7.99,32.55,0,0,0,244.2,1.31,147,82960
20100312:1700,5.66,40.9,0,0,0,241.7,1.66,155,82910
20100312:1800,4.26,45.7,0,0,0,241.5,1.86,160,82860
20100312:1900,3.15,49.25,0,0,0,241.3,1.86,159,82760
20100312:2000,2.1,51,0,0,0,240.95,2.14,159,82670
20100312:2100,1.67,48.85,0,0,0,240.35,2.28,163,82580
20100312:2200,0.92,48.7,0,0,0,239.4,2.41,168,82510
20100312:2300,0.04,50.5,0,0,0,240.15,2.62,170,82480
20100313:0000,0.08,52.6,192.1,964.33,62.9,241.9,2.69,169,82430
20100313:0100,3.73,53.5,400.1,940.12,90.7,243.95,2.69,166,82420
20100313:0200,8.51,50.6,586.8,957.89,108.15,249.05,3.93,168,82390
20100313:0300,10.75,49.2,727.75,961.18,118.25,254.85,5.93,179,82330
20100313:0400,12.94,42.8,810.35,952.69,121.35,260.85,6.14,186,82270
20100313:0500,14.96,37.25,803.05,851.47,155.15,267.85,5.86,192,82220
20100313:0600,16.54,33.6,701.55,642.18,223.35,278.5,4.97,198,82170
20100313:0700,16.98,28.95,484.5,290.66,288.15,287.2,3.03,245,82120
20100313:0800,17.44,24.75,282.6,78.37,238.85,302.65,6.28,296,82180
20100313:0900,15.44,22.5,150.7,68.61,123.2,306.35,10.21,309,82290
20100313:1000,12.49,28.85,50.15,42.53,41.05,302.1,11.1,313,82450
20100313:1100,9.6,33,0,0,0,286.2,10.14,311,82620
20100313:1200,8.13,38.25,0,0,0,285.25,10.21,312,82790
20100313:1300,7.16,41.15,0,0,0,285.45,10.76,315,82920
20100313:1400,6.59,39.55,0,0,0,294.95,10.07,318,83030
20100313:1500,5.97,37.85,0,0,0,286.2,8.97,322,83080
20100313:1600,5.29,36.05,0,0,0,281.95,8.14,323,83120
20100313:1700,4.55,34.45,0,0,0,275.2,7.38,325,83150
20100313:1800,3.86,34.3,0,0,0,271.5,6.21,327,83170
20100313:1900,2.05,33.75,0,0,0,271.3,7.1,326,83240
20100313:2000,1.29,36.4,0,0,0,267.65,6.69,326,83270
20100313:2100,0.55,37.8,0,0,0,275.75,6.41,325,83270
20100313:2200,-0.19,42.75,0,0,0,276.35,6.28,320,83350
20100313:2300,-0.99,48.15,0,0,0,273.05,6.21,315,83450
20100314:0000,-1.62,50.1,81.95,12.94,80.15,272.65,6.55,311,83580
20100314:0100,-1.9,42.2,257.95,191.02,194.1,273,7.59,314,83720
20100314:0200,-1.42,31.35,415.75,355.41,236.35,267.45,7.66,320,83820
20100314:0300,-0.92,27.6,644.95,612.87,253.3,258.55,6.9,324,83810
20100314:0400,0.25,25.55,724.15,647.37,252.9,239.4,6.34,328,83790
20100314:0500,1.28,25.8,588.7,327.6,337.95,253.9,6.07,333,83750
20100314:0600,1.61,27.1,497.4,261.92,301.25,255.45,5.93,338,83700
20100314:0700,1.79,30.85,487.55,374.91,232.8,255.65,6,337,83700
20100314:0800,2.31,27.4,339.1,305.43,167.45,256.6,6.21,340,83670
20100314:0900,2.11,27.25,177.2,151.73,115.85,253.5,6.28,341,83680
20100314:1000,1.82,26.1,50.5,86.05,31.8,258.35,6,341,83720
20100314:1100,1.2,28.15,0.05,0,0.05,253.9,5.03,344,83800
20100314:1200,0.63,28.05,0,0,0,257.6,4.28,350,83880
20100314:1300,0.03,29.1,0,0,0,254.5,3.79,355,83950
20100314:1400,-0.53,29,0,0,0,260.5,3.52,358,83990
20100314:1500,-1.11,30.15,0,0,0,263.95,3.17,358,84010
20100314:1600,-1.74,32.55,0,0,0,259.3,2.41,360,84020
20100314:1700,-2.39,33.9,0,0,0,248.1,1.79,359,84000
20100314:1800,-2.89,33.75,0,0,0,250.8,1.45,9,83970
20100314:1900,-3.17,35.25,0,0,0,252.95,0.28,346,83940
20100314:2000,-3.6,32.15,0,0,0,243.25,0.69,201,83880
20100314:2100,-3.91,32.15,0,0,0,238.2,1.24,197,83830
20100314:2200,-4.13,32.15,0,0,0,236.85,1.31,193,83830
20100314:2300,-4.31,33.45,0,0,0,234.55,1.38,196,83820
20100315:0000,-4.17,33.6,153.25,338.08,104.45,228.35,1.38,199,83850
20100315:0100,-2.24,32.45,351.8,536.06,169.85,221.3,2.07,204,83930
20100315:0200,-0.08,31.75,566.35,786.64,165.3,215.4,3.38,218,83960
20100315:0300,2.03,29.7,757.6,1000.08,113.6,210.35,3.45,246,83960
20100315:0400,3.38,26.5,831.8,963.23,126.1,211.7,3.93,287,83910
20100315:0500,4.48,24.6,844.75,931.85,127.35,215.95,4.28,298,83850
20100315:0600,5.78,21.9,767.75,823.87,147.3,218.85,4.69,301,83770
20100315:0700,6.7,19.5,621.95,669.55,164.35,225.45,4.48,295,83740
20100315:0800,7.13,19.5,484.4,656.63,112.95,227.75,3.79,301,83650
20100315:0900,7.29,19.5,284.1,508.41,76.75,222.35,3.24,307,83620
20100315:1000,6.96,18.65,80.9,209.83,34.6,216.55,2.41,324,83560
20100315:1100,6.24,19.35,0.15,0,0.15,213.25,1.72,344,83560
20100315:1200,5.32,26.95,0,0,0,211.7,0.76,43,83580
20100315:1300,3.5,40.3,0,0,0,211.15,1.31,131,83550
20100315:1400,1.92,41.55,0,0,0,211.7,1.79,155,83490
20100315:1500,0.66,44.75,0,0,0,212.1,2.14,172,83410
20100315:1600,-0.24,40.85,0,0,0,211.9,2.62,185,83340
20100315:1700,-0.9,39,0,0,0,212.1,2.76,188,83260
20100315:1800,-1.46,42.35,0,0,0,212.5,2.83,192,83200
20100315:1900,-1.4,46.05,0,0,0,213.05,3.45,200,83120
20100315:2000,-2.23,49.95,0,0,0,212.7,3.03,204,83040
20100315:2100,-2.95,56.35,0,0,0,213.25,2.83,214,83050
20100315:2200,-3.38,61.1,0,0,0,213.05,2.97,213,83080
20100315:2300,-3.86,63.7,0,0,0,213.25,2.97,214,83120
20100316:0000,-3.53,63.7,205.4,881.3,73.6,221.95,2.69,217,83160
20100316:0100,-0.01,48.45,408.05,856.83,112.8,225.15,2.48,215,83240
20100316:0200,4.47,34.45,590,860.2,147.1,233.95,2.34,221,83270
20100316:0300,7.98,22.4,743.15,938.68,134.1,238.8,3.03,281,83320
20100316:0400,9.78,21.85,827.2,950.13,126.65,242.3,7.38,317,83300
20100316:0500,10.76,23.05,839,920.38,126.35,241.9,8.34,318,83250
20100316:0600,11.51,21.5,775.6,851.37,130.9,245,9.31,320,83240
20100316:0700,11.93,20.75,537.55,465.12,217.85,252.55,10.28,322,83260
20100316:0800,10.61,27.2,291.2,126.81,219,287,10.97,327,83320
20100316:0900,8.97,34.2,147.65,34.28,133.55,301.5,10.34,325,83410
20100316:1000,8.39,35.45,45,14.07,41.85,294.35,9.24,320,83440
20100316:1100,7.97,33.9,0.1,0,0.1,281,8.41,319,83480
20100316:1200,7.38,35.15,0,0,0,281.75,6.07,315,83560
20100316:1300,6.99,35,0,0,0,282.15,4.34,297,83620
20100316:1400,6.48,35,0,0,0,267.25,4.55,281,83670
20100316:1500,5.92,34.9,0,0,0,261.25,4.76,275,83700
20100316:1600,5.06,36.05,0,0,0,240.35,4.83,266,83680
20100316:1700,4.47,34.45,0,0,0,229.7,5.03,259,83660
20100316:1800,3.94,35.75,0,0,0,230.3,4.55,248,83650
20100316:1900,3.58,37.15,0,0,0,242.85,4.21,232,83610
20100316:2000,2.99,40.15,0,0,0,252.35,3.66,220,83530
20100316:2100,2.06,47.05,0,0,0,250.8,3.24,216,83490
20100316:2200,0.93,52.85,0,0,0,244.4,2.9,214,83490
20100316:2300,-0.07,59.45,0,0,0,245,2.55,211,83470
20100317:0000,-0.21,61.9,195.7,743.69,80.6,246.35,2.48,209,83500
20100317:0100,2.91,51.3,402.35,786.85,127.15,244.15,2.48,205,83520
20100317:0200,6.71,39.55,564.4,733.37,183.1,248.5,2.62,204,83540
20100317:0300,9.22,32.85,637.8,513.76,301.95,263.2,2.97,198,83490
20100317:0400,11.3,25.2,727.15,548.34,320.3,281.2,3.24,203,83420
20100317:0500,13.55,18.65,759,634.14,265.2,279.65,2.9,220,83330
20100317:0600,15.24,14.25,793.95,899.81,108.85,268.2,2.83,278,83270
20100317:0700,16.97,11.9,668.9,814,106.25,260.3,8.28,320,83250
20100317:0800,16.54,13.95,494.55,697.15,95.1,259.5,9.1,322,83310
20100317:0900,15.85,16.25,283.8,500.34,76.3,259.3,8.76,320,83300
20100317:1000,15.11,16.8,82.1,205.52,35.4,258.75,7.31,318,83310
20100317:1100,13.89,18.65,0.35,0,0.35,256.8,4.97,328,83350
20100317:1200,12.25,21.6,0,0,0,256.05,2.97,343,83420
20100317:1300,10.23,40.4,0,0,0,254.85,1.45,356,83470
20100317:1400,10.58,24.05,0,0,0,252.15,0.07,255,83500
20100317:1500,8.11,35.3,0,0,0,251.2,1.66,205,83480
20100317:1600,5.79,40.9,0,0,0,249.85,2.41,207,83430
20100317:1700,5.15,36.05,0,0,0,249.25,3.1,208,83380
20100317:1800,5.28,33.2,0,0,0,248.5,3.79,214,83360
20100317:1900,7.18,24.1,0,0,0,253.3,5.1,236,83340
20100317:2000,6.86,23.1,0,0,0,252.15,4.62,230,83300
20100317:2100,5.68,27.05,0,0,0,251,3.93,221,83230
20100317:2200,4.18,31.55,0,0,0,248.65,3.38,214,83210
20100317:2300,2.65,36.85,0,0,0,245.2,3.1,212,83190
20100318:0000,2.13,38.25,220.45,948.17,68.75,241.9,2.97,211,83190
20100318:0100,5.61,30.7,436.45,960.38,95.6,240.85,2.83,204,83210
20100318:0200,10.95,19.65,629.6,984.08,113,242.65,3.24,199,83190
20100318:0300,15.26,13.65,775.15,988.39,124.25,246.15,3.79,199,83190
20100318:0400,18.75,9.8,858.85,975.05,130.9,250.2,4.9,204,83110
20100318:0500,21.59,5.9,872.7,944.84,132.85,252.95,5.72,211,83010
20100318:0600,23.31,3.75,814.8,895.73,129.15,253.7,5.1,245,82940
20100318:0700,24.32,2.65,692.2,826.07,118.05,252.95,4.9,274,82810
20100318:0800,24.7,2,514.5,715.19,102.15,249.45,4.62,294,82750
20100318:0900,24.53,1.65,297.15,510.75,83.6,245.2,4.07,306,82720
20100318:1000,23.91,1.7,87.9,204.57,40.75,244.2,3.24,315,82700
20100318:1100,22.36,2.75,0.5,0,0.5,243.65,1.79,340,82710
20100318:1200,19.84,9.15,0,0,0,248.65,1.38,10,82750
20100318:1300,19.48,3.25,0,0,0,255.25,1.24,25,82780
20100318:1400,18.51,3,0,0,0,256.05,0.83,33,82800
20100318:1500,17.64,3.4,0,0,0,258.15,0.41,27,82820
20100318:1600,16.69,3.65,0,0,0,250.2,0.69,325,82820
20100318:1700,14.24,6.05,0,0,0,249.05,1.79,298,82830
20100318:1800,9.91,10.55,0,0,0,238.2,2.62,284,82830
20100318:1900,7.69,13.2,0,0,0,240.75,3.52,284,82780
20100318:2000,7.31,14.35,0,0,0,250.8,3.86,301,82760
20100318:2100,6.92,16.35,0,0,0,253.7,4,310,82770
20100318:2200,6.56,19.5,0,0,0,267.25,4,312,82820
20100318:2300,6.07,25,0,0,0,271.3,3.86,307,82880
20100319:0000,6.36,28.5,202.65,683.62,89.7,262.05,4.28,306,82940
20100319:0100,8.53,30.15,390.85,664.46,151.6,258.25,4.55,309,83030
20100319:0200,10.11,33.1,567.95,714,189.55,272.5,8,317,83100
20100319:0300,11.02,29.6,715.3,778.75,198.7,267.65,9.1,320,83150
20100319:0400,11.88,25.3,819.6,896.55,146.15,264.75,9.72,322,83170
20100319:0500,12.45,21.75,835.35,869.61,150.65,256.05,10,323,83120
20100319:0600,12.59,20.85,790.15,856.13,131.35,261.85,10.21,324,83090
20100319:0700,11.6,22.4,642.45,711.84,145,252.75,10.14,328,83030
20100319:0800,10.38,24.05,458.85,550.93,139.25,252.75,10.41,331,83060
20100319:0900,8.43,27.75,202.6,147.46,140.45,255.05,11.66,331,83180
20100319:1000,5.65,29.45,55.4,40.65,45.9,260.85,11.79,329,83350
20100319:1100,3.68,31.4,0.5,0,0.5,269.2,10.41,322,83440
20100319:1200,2.3,35.35,0,0,0,261.05,9.86,317,83480
20100319:1300,1.98,35.2,0,0,0,268.05,9.93,312,83540
20100319:1400,1.61,35.05,0,0,0,241.7,10.62,314,83590
20100319:1500,1.16,34.9,0,0,0,221.4,10.76,316,83680
20100319:1600,0.6,36.25,0,0,0,215.2,10.07,317,83720
20100319:1700,0.05,37.7,0,0,0,220.05,9.1,320,83710
20100319:1800,-0.64,39.15,0,0,0,213.05,8.21,325,83680
20100319:1900,-1.47,34.15,0,0,0,221.4,6.62,332,83670
20100319:2000,-1.79,34,0,0,0,233.95,5.66,331,83630
20100319:2100,-2.19,32.55,0,0,0,229.15,4.55,327,83600
20100319:2200,-2.76,35.25,0,0,0,214.05,3.38,324,83600
20100319:2300,-3.32,38.3,0,0,0,206.7,2.41,305,83630
20100320:0000,-3.22,36.8,220.75,847.13,76.35,207.25,2.07,274,83670
20100320:0100,-1.03,30.15,426.5,862.23,111.6,210.1,2.69,289,83720
20100320:0200,0.53,19.7,565.5,687.42,197.75,219.65,2.9,295,83670
20100320:0300,1.87,15.3,733.4,841.56,171.1,231.05,2.62,306,83630
20100320:0400,3.26,14.2,825.8,893.14,150.85,227.95,2,326,83560
20100320:0500,4.49,13.3,844.9,892.45,138.4,227.95,0.76,274,83420
20100320:0600,5.93,13,785.1,844.13,132.15,231.65,0.28,254,83330
20100320:0700,6.98,13.1,662.5,762.28,126.95,237.85,1.52,54,83250
20100320:0800,7.87,12.2,471.2,572.8,136.9,238.4,1.59,75,83170
20100320:0900,8.4,12.3,273.2,408.19,99.8,243.45,1.59,108,83120
20100320:1000,8.83,13.45,85.85,187.62,41.4,244.4,2.21,142,83070
20100320:1100,8.95,14.15,0.75,0,0.75,239.6,2.83,155,83050
20100320:1200,8.6,15.35,0,0,0,240.95,2.55,162,83030
20100320:1300,8.09,17.35,0,0,0,244.05,2.9,172,82980
20100320:1400,7.56,18.8,0,0,0,247.15,3.52,183,82900
20100320:1500,7.25,20.35,0,0,0,248.65,4.28,194,82810
20100320:1600,7.2,20.35,0,0,0,252.15,4.83,200,82730
20100320:1700,7.08,22.15,0,0,0,256.6,4.83,199,82630
20100320:1800,6.71,24.1,0,0,0,257.95,4.62,198,82560
20100320:1900,6.47,24.1,0,0,0,266.65,4.07,199,82500
20100320:2000,5.96,27.2,0,0,0,279.25,4,197,82400
20100320:2100,5.36,29.45,0,0,0,276.15,4,195,82310
20100320:2200,4.36,33.05,0,0,0,259.9,3.59,198,82270
20100320:2300,3.41,37.15,0,0,0,251,3.59,195,82270
20100321:0000,3.58,38.7,198,501.16,109.95,260.65,3.31,186,82230
20100321:0100,6.18,33.5,423.15,827.59,116.65,266,2.28,196,82240
20100321:0200,9.85,26.9,621.65,934.72,116.95,257.2,1.93,249,82270
20100321:0300,12.04,22.5,757.1,919.2,138.55,257.95,3.03,269,82270
20100321:0400,13.72,19.45,824.85,860.15,170.95,263,4.97,297,82270
20100321:0500,14.72,16.7,781.9,629.3,281.05,268.05,7.31,316,82250
20100321:0600,14.91,13.55,703.3,527.73,293,280.4,8.62,328,82250
20100321:0700,13.63,14.5,532.8,348.95,286.35,274.05,10.41,338,82410
20100321:0800,12.92,15.05,377.85,231.22,242.1,274.6,10.55,336,82510
20100321:0900,11.79,18.2,197.25,96.71,155.85,271.9,10.69,334,82610
20100321:1000,10.22,24.9,55.3,11.04,52.65,275.95,10.14,333,82710
20100321:1100,8.62,35.45,0.7,0,0.7,284.85,9.93,334,82820
20100321:1200,6.32,52.1,0,0,0,291.45,9.31,333,82990
20100321:1300,4.48,58.2,0,0,0,288.55,8.14,333,83100
20100321:1400,3.21,62.6,0,0,0,267.65,6.83,326,83180
20100321:1500,2.43,60.05,0,0,0,262.2,6.28,317,83240
20100321:1600,1.77,59.8,0,0,0,254.65,6.14,314,83280
20100321:1700,1.22,55.05,0,0,0,266.65,5.79,315,83270
20100321:1800,0.49,50.65,0,0,0,249.85,6.21,316,83280
20100321:1900,-0.6,48.3,0,0,0,251.4,6.76,321,83360
20100321:2000,-1.15,42.45,0,0,0,242.3,6.69,324,83440
20100321:2100,-1.58,37.25,0,0,0,250.4,6.34,324,83440
20100321:2200,-1.91,34,0,0,0,256.8,5.52,322,83470
20100321:2300,-2.13,34,0,0,0,265.1,4.41,318,83510
20100322:0000,-2.21,32.55,111.35,6.08,110.25,269,3.59,321,83490
20100322:0100,-1.77,28.55,380.15,556.63,171.15,255,4.41,325,83540
20100322:0200,-0.44,22.25,292.15,84.42,246.15,229.5,4.9,323,83640
20100322:0300,-0.06,20.45,465.7,264.07,286.75,281,3.86,335,83620
20100322:0400,1.12,18.1,805.8,734.61,244.05,257,2.62,344,83540
20100322:0500,2.65,15.45,785.45,646.94,267.85,230.1,2.41,354,83450
20100322:0600,3.8,13.7,738.8,612.3,260.35,232.6,2.41,13,83340
20100322:0700,4.87,14,670.2,725.64,155.05,242.65,2.41,60,83220
20100322:0800,5.6,12.35,457.35,504.63,159.35,228.35,2.9,61,83120
20100322:0900,5.73,11.25,180.1,113.71,131.05,238.05,2.97,49,83140
20100322:1000,5.3,11.15,37.3,3.49,36.45,272.3,2.55,49,83190
20100322:1100,4.88,10.65,0.8,0,0.8,279.05,2.83,70,83170
20100322:1200,4.44,10.55,0,0,0,256.2,2.21,75,83250
20100322:1300,4.08,10.95,0,0,0,250.6,1.72,90,83300
20100322:1400,3.75,10.85,0,0,0,267.25,2.21,110,83250
20100322:1500,2.9,11.8,0,0,0,239.75,2.21,119,83210
20100322:1600,1.83,14,0,0,0,226.05,2.14,114,83140
20100322:1700,0.54,17.2,0,0,0,213.65,2.21,113,83020
20100322:1800,0.39,16.4,0,0,0,230.3,1.59,124,83030
20100322:1900,-0.8,12.7,0,0,0,239.95,2.07,129,82870
20100322:2000,-1.5,13.2,0,0,0,225.85,2,140,82780
20100322:2100,-1.55,13.2,0,0,0,243.05,1.86,163,82730
20100322:2200,-1.72,13.85,0,0,0,247.9,1.93,163,82700
20100322:2300,-1.65,15.2,0,0,0,252.75,1.72,164,82690
20100323:0000,-0.8,16.05,144.05,119.53,121.8,255.05,1.17,161,82720
20100323:0100,1.07,15.8,249.5,78.83,219.5,261.35,0.83,161,82770
20100323:0200,2.94,17.8,496.95,413.85,269.4,263.6,0.9,179,82800
20100323:0300,5.03,22.7,684.1,737.08,181.15,246.15,2.34,253,82870
20100323:0400,6.85,19.5,708.75,581.89,261.2,251.6,4.69,292,82930
20100323:0500,7.24,15.65,771,700.8,207.4,258.55,5.79,315,82880
20100323:0600,7.63,14.45,594.95,334.28,332.45,248.1,6.83,334,82880
20100323:0700,7.64,14.45,546,461.64,216.6,274.8,6.62,341,82860
20100323:0800,7.4,15.8,429.95,447.61,164.1,254.3,6.97,353,82930
20100323:0900,6.2,20.2,247.75,279.34,126.35,238.2,7.59,358,82970
20100323:1000,4.4,26.8,73.25,92.13,50.55,251.4,7.79,354,83100
20100323:1100,2.58,40.05,0.7,0,0.7,257.4,7.31,349,83260
20100323:1200,1.33,48.85,0,0,0,281.95,5.93,349,83370
20100323:1300,0.66,57.2,0,0,0,274.6,5.1,345,83480
20100323:1400,0.26,61.9,0,0,0,263.6,4.07,340,83550
20100323:1500,0.06,61.9,0,0,0,274.4,3.17,329,83600
20100323:1600,-0.23,67,0,0,0,270.35,2.34,321,83580
20100323:1700,-0.48,67,0,0,0,273.05,2.28,306,83570
20100323:1800,-0.65,67,0,0,0,275.2,2.48,289,83620
20100323:1900,-1.44,66.8,0,0,0,262.8,2.14,279,83620
20100323:2000,-1.59,66.8,0,0,0,264.35,2.21,264,83640
20100323:2100,-1.72,64.1,0,0,0,266.3,2.07,262,83640
20100323:2200,-1.83,64,0,0,0,261.85,2,255,83690
20100323:2300,-1.74,61.45,0,0,0,263.2,2.48,254,83750
20100324:0000,-1.18,54.55,122.3,1.31,122.05,266.1,3.03,279,83810
20100324:0100,-0.35,50.35,322.3,331.5,194.45,254.2,4.69,305,83890
20100324:0200,0.61,46.6,502.4,491.41,229.8,242.1,6.28,322,83990
20100324:0300,1.63,36.55,735.05,781.93,197.85,233.6,6.41,326,84020
20100324:0400,2.79,28.6,845.3,872.89,170.1,219.65,6.69,324,83990
20100324:0500,3.92,20.6,843.3,814.7,184.75,220.6,7.38,323,83940
20100324:0600,4.71,18.15,802.3,803.64,168.15,219.65,7.79,324,83850
20100324:0700,5.3,16.75,647.15,637.7,189.85,220.2,10.28,321,83850
20100324:0800,5.7,16.15,457.95,466.27,179.45,237.45,10.48,321,83810
20100324:0900,5.33,16.15,272.75,355.87,116.95,239,10.28,326,83780
20100324:1000,4.24,18.05,89,155.51,50.2,226.6,9.17,330,83820
20100324:1100,2.8,19.45,1.6,0,1.6,217.15,7.24,337,83940
20100324:1200,1.36,20.85,0,0,0,212.3,6.83,344,84030
20100324:1300,0.05,21.4,0,0,0,205.15,5.66,345,84140
20100324:1400,-1.04,21.1,0,0,0,202.05,4.48,344,84200
20100324:1500,-2.04,20.85,0,0,0,197.4,3.38,336,84270
20100324:1600,-3.12,20.6,0,0,0,191,2.21,320,84300
20100324:1700,-4.33,22.3,0,0,0,188.3,1.59,300,84240
20100324:1800,-4.57,22.3,0,0,0,183.45,1.03,293,84190
20100324:1900,-4.51,20.35,0,0,0,179.75,0.41,304,84090
20100324:2000,-4.95,21.15,0,0,0,178.8,0.14,224,84050
20100324:2100,-6.19,22.9,0,0,0,177.65,1.17,216,84070
20100324:2200,-6.42,23.85,0,0,0,178.6,1.1,181,84070
20100324:2300,-7,24.85,0,0,0,179.2,1.24,160,84060
20100325:0000,-7.28,24.85,261.45,923.32,79.95,180.35,1.31,163,84060
20100325:0100,-3.52,17.8,480.2,954.46,107.25,183,1.17,152,84040
20100325:0200,-0.99,15.35,671,973.81,126.05,186.35,1.66,153,84040
20100325:0300,1.4,15.9,810.35,967.91,140.9,191.6,2.34,157,84010
20100325:0400,3.53,15.65,886.05,948.36,148.35,197.2,2.41,163,83940
20100325:0500,5.42,15.45,896,927.32,142.65,203.95,2.21,176,83810
20100325:0600,7.1,14.35,832.95,874.54,139.55,209.75,1.93,196,83690
20100325:0700,8.01,12.2,704.75,798.73,129.15,213.65,1.31,233,83650
20100325:0800,8.96,11.35,523.8,683.89,113.05,215.4,1.59,272,83580
20100325:0900,9.51,10.45,310.3,503.33,88.35,216.75,2,301,83520
20100325:1000,9.4,10.45,102.15,220.72,46.4,216.55,2,329,83460
20100325:1100,8.76,10.75,1.95,2.07,1.85,215.2,2.07,354,83460
20100325:1200,7.59,11.55,0,0,0,214.8,1.79,14,83490
20100325:1300,5.97,25,0,0,0,217.15,1.24,31,83510
20100325:1400,5.96,11.35,0,0,0,230.85,0.48,35,83520
20100325:1500,5.38,12.35,0,0,0,234.35,0.41,272,83500
20100325:1600,4.74,13.3,0,0,0,228.95,0.9,268,83480
20100325:1700,3.97,13.8,0,0,0,227.4,0.97,281,83440
20100325:1800,3.19,14.85,0,0,0,228.95,0.55,297,83400
20100325:1900,2.45,15.45,0,0,0,223.9,0,331,83340
20100325:2000,1.76,17.45,0,0,0,220.4,0.28,148,83310
20100325:2100,1.16,18.1,0,0,0,215.2,0.62,177,83250
20100325:2200,0.66,19.7,0,0,0,215.95,0.9,179,83270
20100325:2300,0.12,21.4,0,0,0,222.15,1.03,183,83280
20100326:0000,-0.27,24.3,238.85,671.32,103.4,221.2,1.1,198,83330
20100326:0100,1.76,24.85,426.8,649.83,169.6,227.1,0.9,210,83390
20100326:0200,5.23,20.85,591.7,661.53,218.3,235.15,1.31,202,83430
20100326:0300,7.19,17.85,690.05,568.41,294.3,242.5,1.45,208,83480
20100326:0400,8.65,15.35,708.8,416.53,383,257.6,1.66,256,83470
20100326:0500,10.09,12.05,673.65,317.92,414.1,271.9,3.66,308,83430
20100326:0600,10.91,11.75,565.75,220.24,390.3,276.75,6.21,321,83390
20100326:0700,10.94,13.95,416.5,116.42,332.2,283.5,7.52,326,83380
20100326:0800,10.29,17.1,312.8,89.5,258.75,291.25,8.55,327,83420
20100326:0900,9.28,19.15,147.65,26.12,136.05,292.8,8.48,329,83440
20100326:1000,8.01,22.4,52.75,13.3,49.35,287,7.86,328,83520
20100326:1100,6.86,26.25,1.35,0,1.35,286.4,6.9,324,83600
20100326:1200,6.1,29.6,0,0,0,285.45,5.72,320,83680
20100326:1300,5.62,32,0,0,0,279.45,4.62,312,83740
20100326:1400,5.04,33.2,0,0,0,272.85,3.31,288,83770
20100326:1500,4.15,38.85,0,0,0,259.7,3.31,248,83790
20100326:1600,3.14,43.6,0,0,0,239.75,3.79,232,83760
20100326:1700,2.34,47.15,0,0,0,230.5,3.72,222,83710
20100326:1800,1.63,50.9,0,0,0,222.55,3.66,215,83660
20100326:1900,0.92,46.75,0,0,0,220.2,3.66,211,83600
20100326:2000,0.23,52.6,0,0,0,218.7,3.52,211,83560
20100326:2100,-0.58,56.95,0,0,0,217.5,3.24,213,83480
20100326:2200,-1.5,61.55,0,0,0,216.15,2.9,214,83480
20100326:2300,-2.32,69.35,0,0,0,215.4,2.69,218,83510
20100327:0000,-1.76,69.45,259.9,855.54,82.85,215.95,2.34,221,83550
20100327:0100,1.89,53.15,473.1,905.66,110.1,219,2.07,220,83580
20100327:0200,5.13,40.75,660.4,935.17,128.05,224.3,2,222,83590
20100327:0300,7.8,31.1,798.9,940.52,139.8,230.65,1.86,239,83610
20100327:0400,9.54,20.95,875.7,927.98,145.9,236.5,1.86,268,83580
20100327:0500,10.72,17.95,884.25,899.28,146.5,239.95,1.66,294,83520
20100327:0600,11.66,15.35,824.85,853.74,141.6,241.9,1.52,319,83440
20100327:0700,12.33,13,699.9,781.65,131.2,241.15,1.72,331,83410
20100327:0800,12.82,11.5,522.4,671.6,114.65,239.75,1.93,352,83360
20100327:0900,12.96,10.65,311.8,495.74,90.1,238.2,2.14,14,83350
20100327:1000,12.65,10.55,105.3,219.95,48.4,235.7,2.69,37,83340
20100327:1100,11.81,11.3,2.6,3.67,2.4,232.2,3.59,57,83380
20100327:1200,10.32,12.6,0,0,0,229.5,4,68,83400
20100327:1300,8.75,13.45,0,0,0,227,4.28,80,83440
20100327:1400,7.37,12.65,0,0,0,223.15,4.21,90,83470
20100327:1500,6.2,13,0,0,0,220.8,4,100,83460
20100327:1600,5.15,14,0,0,0,219.05,3.79,106,83420
20100327:1700,4.1,15.1,0,0,0,218.1,3.59,110,83350
20100327:1800,3.01,16.25,0,0,0,218.3,3.38,111,83300
20100327:1900,2.28,19.2,0,0,0,226.4,3.03,114,83190
20100327:2000,1.4,21.8,0,0,0,230.5,3.03,114,83140
20100327:2100,0.77,25.7,0,0,0,234.95,3.17,117,83050
20100327:2200,0.12,31.75,0,0,0,233.75,2.97,121,83030
20100327:2300,-0.58,40.85,35.05,0,35.05,228.55,2.76,123,83010
20100328:0000,0.03,46.5,261.7,839.92,83.55,228.35,2.41,123,83030
